dataset,domain,image,width,height,mode,n_objects,has_label_file,n_degenerate,n_out_of_frame,on_disk
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190509_232711.488798_ST_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190509_232712.490413_ST_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190509_232712.991223_ST_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190509_232713.992791_ST_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190509_232714.493577_ST_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190509_232715.495035_ST_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000237.667436_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000238.417481_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000239.167427_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000239.917409_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000240.667633_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000241.417415_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000242.167400_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000242.917403_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000243.667403_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000244.417527_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000245.167391_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000245.917395_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000246.667560_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000247.417406_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000248.167406_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000248.917388_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000249.667373_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000250.417515_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000251.167380_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000251.917386_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000252.667587_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000253.417369_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000254.167414_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000254.917357_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000255.667343_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000256.417523_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000257.167346_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000257.917350_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000258.667353_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000259.417340_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000300.167422_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000300.917344_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000301.667328_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000302.417512_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000303.167339_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000303.917357_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000304.667321_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000305.417306_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000306.167450_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000306.917311_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000307.667315_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000308.417302_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000309.167303_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000309.917348_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000310.667291_rgb.jpg,6576,4384,,1,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000311.417294_rgb.jpg,6576,4384,,1,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000312.167458_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000312.917281_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000313.667267_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000314.417286_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000315.167311_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000315.917377_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000316.667260_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000317.417264_rgb.jpg,6576,4384,,0,1,0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_000318.167444_rgb.jpg,6576,4384,,0,1,0,0,0
