dataset,domain,image,width,height,mode,n_objects,has_label_file,n_degenerate,n_out_of_frame,on_disk
beluga_seeker_sam,satellite,21SEP07162703-P3DS_R06C2-014413001050_01_P001_24_5.png,320,320,RGB,1,1,0,0,1
beluga_seeker_sam,satellite,21SEP07162703-P3DS_R07C1-014413001050_01_P001_14_15.png,320,320,RGB,25,1,0,0,1
beluga_seeker_sam,satellite,22JUL31174054-P3DS_R2C1-050169967010_01_P001_37_46.png,320,320,RGB,1,1,0,0,1
beluga_seeker_sam,satellite,22JUL31174054-P3DS_R2C2-050169967010_01_P001_49_20.png,320,320,RGB,6,1,0,0,1
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R03C1-014413001050_01_P003_38_9.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R04C1-014413001050_01_P003_21_36.png,320,320,,9,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R04C1-014413001050_01_P003_22_36.png,320,320,,3,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R04C1-014413001050_01_P003_8_28.png,320,320,,23,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R04C2-014413001050_01_P003_35_26.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R04C2-014413001050_01_P003_42_43.png,320,320,,2,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R05C2-014413001050_01_P003_2_26.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R05C2-014413001050_01_P003_3_26.png,320,320,,3,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R05C2-014413001050_01_P003_41_27.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R05C3-014413001050_01_P003_31_41.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R06C3-014413001050_01_P003_16_32.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162638-P3DS_R08C3-014413001050_01_P003_22_30.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162703-P3DS_R02C1-014413001050_01_P001_18_38.png,320,320,,2,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162703-P3DS_R02C2-014413001050_01_P001_48_48.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162703-P3DS_R02C2-014413001050_01_P001_49_45.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162703-P3DS_R02C2-014413001050_01_P001_50_45.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162703-P3DS_R02C2-014413001050_01_P001_51_46.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162703-P3DS_R02C3-014413001050_01_P001_42_35.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162703-P3DS_R03C2-014413001050_01_P001_0_45.png,320,320,,1,1,0,0,0
beluga_seeker_sam,satellite,<absent>21SEP07162703-P3DS_R03C2-014413001050_01_P001_0_46.png,320,320,,1,1,0,0,0
